delta_lpd_total,delta_lpd_data
3.598320906195454,2.450144345607413
3.2770145505151618,2.180256495767736
3.386303891124271,2.3530348080295482
3.582431503671785,2.5230910176379666
3.238760126838372,2.1608448059019736
3.414174545938806,2.333298509837846
3.532949957635026,2.408875935373203
3.2932152241165227,2.1200677011689777
3.0650521747286916,2.006910111104986
3.385371921886019,2.2748455454591294
3.3451719674714013,2.241377756364585
3.1972125922957275,2.1325906381205186
3.399549690990341,2.2065035617650324
3.5262683224475495,2.309609707480746
3.4306916207391964,2.3940154062971146
3.0936468457921933,2.0188099137261872
3.0975429431165367,1.982083388274276
3.3744797196505374,2.3157174770527433
3.2690631562545605,2.208101320205998
3.128477540566564,2.0986288279955545
3.360981190083919,2.32767124938934
3.2364209522115743,2.124895177268712
3.415412650374776,2.303488208937722
3.4585188271128118,2.258310222387621
3.447158400472915,2.283098313378872
3.464753973278448,2.3107557811827633
3.476269940658426,2.331407367477283
3.407478008991802,2.313048874486384
3.4092768312829094,2.255366102430372
3.3943914632556584,2.2483766892224537
3.0473059015046147,2.0417269778580476
3.1870894238321625,2.1155616267717505
3.366587848427457,2.2672537293607036
3.4730016612856502,2.3177763690765687
3.491648884768381,2.3782354463776585
3.3219403012368502,2.2105804656133046
3.3550226141411486,2.2848701517698657
3.576146711550223,2.380906134387004
3.189463178163237,2.0552934494319857
3.327253906758756,2.211481095808324
3.3847993356184816,2.2727817042698177
3.3046234492167628,2.155434992321517
3.2679091459091296,2.1622189257066964
3.285938391468221,2.1555230384193464
3.2124543383739024,2.188272036272423
3.5128066146701826,2.452422405196586
3.28201797106766,2.1484865232277173
3.4823522964419453,2.373494108491599
3.724013231592096,2.6871943615009855
3.1757937085213825,2.022843426782856
3.4742085027335747,2.3203963654121935
3.6341653794012245,2.5513678468711305
3.245219490409852,2.1549564020941148
3.3237333290558695,2.223327896110362
3.5130412517955847,2.4254109630048504
3.3906027616354777,2.2236181721046933
3.2512758828518713,2.2202664664897043
3.3989556397202136,2.2873012828950436
3.4237250021152477,2.3241831120534755
3.4592707569214554,2.2549287391626933
3.2804966665241864,2.2189072646270347
3.642378657345148,2.395003324188991
3.497234161795973,2.383240598243731
3.534298380918642,2.4233594690365976
3.6251730775003352,2.5439643211172154
3.315890449008066,2.1484591488133447
3.4645219847257636,2.2595225002570487
3.2191141460825747,2.1103505115424355
3.767248415450979,2.742063982543584
3.638769437234771,2.437313578422703
3.3980586715956633,2.304435744149515
3.229125320443586,2.1738272209892955
3.5119757397364992,2.3879715108944026
3.4006843041388493,2.306513925011785
3.328560179815952,2.272801409641062
3.2250021333927634,2.2458739894920825
3.4011071179846226,2.2661912153234596
3.224673145894428,2.0842277199262185
3.283066163072249,2.189311606190529
3.34384945532031,2.255273554417016
3.538556924103432,2.375009311146954
3.275870805175771,2.152257995437253
3.3561521941785486,2.3282273556997097
3.6653786576036396,2.6238065884665502
3.367071410644769,2.2389260558172452
3.5258730650402867,2.4611048779652265
3.209365388488436,2.1015128468444857
3.2902330686299592,2.2377874776540807
3.0747875318340334,2.0419884092073346
3.3737911708112165,2.3040776403685186
3.8742995433700003,2.680268115651984
3.232043566561515,2.1582919637249063
3.3840662711317577,2.3443724385527105
3.2755734509185004,2.15480829816849
3.3825756153771067,2.251860557845106
3.317678601046566,2.218346138682193
3.651332265726978,2.4400746286213746
3.1735023382545933,2.056327649883116
3.6118136421840745,2.447246687377884
3.3466807356313097,2.2656619777471008
3.4319343223768897,2.2989092025232196
3.2983757078590656,2.1917754000789387
3.2088400795983603,2.104462010473327
3.3080719452780727,2.1632682640355085
3.378437302274506,2.2982998111531288
3.4581169638707934,2.3463208506647106
3.335820818934849,2.2433506079397887
3.222620019418798,2.109497590002036
3.26270879939068,2.2111652165268936
3.350537390733109,2.2309332682973206
3.2163883554450194,2.1335986273125513
3.263121208088023,2.159959364471547
3.4243177046223536,2.3300477225159852
3.4995928929041042,2.3417799125175804
3.3103877354323004,2.2163684336127005
3.4136291915817196,2.2898894091092643
3.154138237041934,2.0700393942651942
3.3195198556369405,2.2710706622608825
3.5300580913921635,2.3909235238837425
3.4742810822555157,2.3569457085970953
3.391415230103064,2.334644151483843
3.361756712195586,2.311303236452858
3.0281762850159453,1.9788416718184294
3.414148298243447,2.3419511439028042
3.541901874717553,2.3884855620339067
3.379243102094449,2.2892898169662033
3.3348641692517162,2.1940011266253805
3.208519373451736,2.1150386126277567
3.4681333245414976,2.394776825730986
3.1520466913814857,2.10807378062961
3.1951485218858124,2.116710996105411
3.219090323440753,2.183509721139984
3.5562481486509796,2.2539252208220546
3.2624521528468335,2.1740662801058477
3.38026379889817,2.3312429193936737
3.321769955658226,2.188795134985412
3.4376356205488605,2.3704448492555343
3.3673943288028454,2.2815763827930766
3.3483075631674524,2.2269962395743335
3.4890696261539915,2.35227499628823
3.2370835038552173,2.105657073414676
3.357321410191389,2.251696434140001
3.7334427834165353,2.7195026301386065
3.3138623554849573,2.219747230780996
3.4383868252921843,2.3268758893140387
3.1555722972423723,2.0785332713793423
3.477430340915987,2.358069693241049
3.254963740000676,2.2067688744926386
3.3662179486840387,2.2608550271519334
3.4049724242721027,2.2597541964949244
3.42623153575596,2.327010975044658
3.5173512455390323,2.3495561953019717
3.5227752349170487,2.347213143471862
3.421380214009048,2.2962815580391123
3.6677230558868814,2.5013475638920397
3.615994467044743,2.4060076886604236
3.4126945812512304,2.2200213809841784
3.264100796215473,2.146935893032179
3.4317051992078405,2.1958157575621158
3.314490504384878,2.180415961234644
3.2124791576991925,2.1363093734011045
3.6647033297292637,2.494936481863334
3.3383982717222125,2.2963993691708424
3.301582063268256,2.1562101426646336
3.5388414702853765,2.372501785592789
3.6605608670358265,2.532406700853471
3.523232370252913,2.4216826999736156
3.36575784966368,2.2327033728788024
3.5301406989190696,2.317902737866831
3.3523782970898424,2.2820357646700984
3.0594956977379866,1.9570260516240126
3.5627925859992047,2.321646581083172
3.3143397439259843,2.2488094694271297
3.284212559163109,2.1809253930281614
3.2646436548525344,2.137645976829276
3.338858327459093,2.2320363127865903
3.239972436100686,2.0969350313201573
3.424242580211967,2.2658432349543887
3.618160467902044,2.450491094563972
3.461425988449321,2.308096453786874
3.3934413074744043,2.271183690544774
3.3728631373670623,2.26619300547776
3.4686178908345937,2.3535950702514583
3.4376320217258467,2.383366911226915
3.2482799179719564,2.189959511502309
3.530146920992081,2.426261168016822
3.4543523754252305,2.3338016888324375
3.25608058710759,2.1521606693642354
3.4452372970610554,2.3438069195619846
3.2370759690302293,2.1163054875790976
3.5441811770652976,2.4036462823265197
3.4672138620451847,2.388513716592456
3.492705037988628,2.2857279983642798
3.4734074489941236,2.381773102895494
3.3090262560605197,2.2082281062071445
3.261941884327541,2.1057369498081755
3.2434275302402966,2.085649538824981
3.3348080541425134,2.2310270982604266
3.446999512416653,2.3071667274373624
3.6336574945016764,2.407826438513922
